event_index,summary,location,best_score,candidate_names
424,酒と肴ペン坊 清掃,"サンサーラ吾妻橋マンション, 日本、〒130-0001 東京都墨田区吾妻橋３丁目６−１５ サンサーラ吾妻橋マンション",66.7,酒と肴ペン坊 | サンサーラ吾妻橋マンション
426,いずみちゃんお泊まりスポッチャ,,18.2,いずみちゃんお泊まりスポッチャ
427,いずみちゃん遊ぶ,,19.0,いずみちゃん遊ぶ
428,たく,,33.3,たく
429,昼モンハン,,31.6,昼モンハン
430,ゴミ回収こだま錦糸町のみ不燃ゴミ,,30.0,ゴミ回収こだま錦糸町のみ不燃ゴミ
431,ネズミ駆除 粘着版200枚　麺と魚　ペン坊,,37.0,ネズミ駆除 粘着版200枚　麺と魚　ペン坊
433,TSC ゴーゴーカレー渋谷警察署前　現調,ゴーゴーカレー渋谷警察,28.6,TSC ゴーゴーカレー渋谷警察署前　現調 | ゴーゴーカレー渋谷警察
435,ワクチン,,33.3,ワクチン
436,【店舗】株式会社ダスフーズ,〒243-0018 神奈川県横浜市保土ケ谷区天王町2-45-3 星天qlay,28.6,株式会社ダスフーズ | 〒243-0018 神奈川県横浜市保土ケ谷区天王町2-45-3 星天qlay | 役職：店舗管理者
439,デイジイ川口市役所店　棚制作見積もり,,44.4,デイジイ川口市役所店　棚制作見積もり | 川口市役所店
440,武蔵野アブラ学会 吉祥寺店　現調,,23.5,武蔵野アブラ学会 吉祥寺店　現調
441,海へドライブ,,30.8,海へドライブ
442,モンキーツリー　ラグ交換,モンキーツリー馬喰町,63.6,モンキーツリー　ラグ交換 | モンキーツリー馬喰町
446,1回目　正田様　Google広告お打ち合わせ,,16.2,1回目　正田様　Google広告お打ち合わせ
448,カイザーキッチン株式会社,東京都台東区浅草1-6-1味乃一番ビル（珈琲館浅草店）,62.5,カイザーキッチン株式会社 | 東京都台東区浅草1-6-1味乃一番ビル（珈琲館浅草店） | ・住所：東京都台東区浅草1-6-1味乃一番ビル（珈琲館浅草店） | （店舗によって頻度などはまばら）
449,【スポット】並木橋なかむら　WiFi 設置,,20.7,並木橋なかむら　WiFi 設置
450,イタリアン　スオーノ 飲食店清掃,,25.0,イタリアン　スオーノ 飲食店
451,ぷにーさんと茨木童子,,23.5,ぷにーさんと茨木童子
452,梅岡神戸物産 お打ち合わせ　提案,,11.8,梅岡神戸物産 お打ち合わせ　提案
454,LEMUEL 休み,,32.0,LEMUEL 休み
455,直久　新宿西口店の現調,,46.2,直久　新宿西口店の現調
459,生ラムかんな　状況確認　カメラ設置,,17.4,生ラムかんな　状況確認　カメラ設置
460,ネズミ駆除　生ラムかんな,,21.1,ネズミ駆除　生ラムかんな
461,メティウスフーズ　鏑木様：面談,,15.8,メティウスフーズ　鏑木様：面談
462,輝らく　ネズミ粘着版　回収,,40.0,輝らく　ネズミ粘着版　回収
463,輝らくホール床,,54.5,輝らくホール床
464,増田休み,,28.6,増田休み
466,【訪問商談】やざわ　西口さま,"極・和牛焼肉 やざわ, 日本、〒171-0022 東京都豊島区南池袋１丁目１８−２３ ルックハイツ 池袋 A棟 B館B1階",30.8,やざわ　西口さま | 極・和牛焼肉 やざわ
467,広島かえる,,16.7,広島かえる
469,六本木月一ゴミ回収,,18.2,六本木月一ゴミ回収
471,株式会社ラグーンインターナショナル,東京都千代田区鍛冶町1-7-11 KCAビル１階 (神田今川橋店),31.6,株式会社ラグーンインターナショナル | 東京都千代田区鍛冶町1-7-11 KCAビル１階 (神田今川橋店) | ・住所：東京都千代田区鍛冶町1-7-11 KCAビル１階 (神田今川橋店)
472,銀座 小肥羊 週次対応,,35.3,銀座 小肥羊 週次対応
476,さーちゃんと燭へし,,25.0,さーちゃんと燭へし
478,ヒロアカハロウィン出久,,19.0,ヒロアカハロウィン出久
482,板前寿司愛宕店ネズミ駆除,,58.3,板前寿司愛宕店ネズミ駆除 | 愛宕店防災センター申請ずみ
483,エアコン調整　中島さんヘルプ,,21.1,エアコン調整　中島さんヘルプ
484,愛宕店ネズミ駆除@イカリ消毒,,24.0,愛宕店ネズミ駆除@イカリ消毒
485,いずみちゃん,,21.1,いずみちゃん
487,石塚さんとご飯,,20.0,石塚さんとご飯
490,中澤裕休み,,25.0,中澤裕休み
491,【現地調査】焼肉　美そ乃　伊藤様（スモールズご紹介）,"ひとり焼肉 美そ乃, 日本、〒171-0021 東京都豊島区西池袋１丁目１８−１ 五光ビル 1F",30.8,焼肉　美そ乃　伊藤様（スモールズご紹介） | ひとり焼肉 美そ乃
492,遠藤さん17日エアコン不要,,14.8,遠藤さん17日エアコン不要
493,デイジー棚つけ,,23.5,デイジー棚つけ
494,【テレアポ訪問】秋葉原ラーメン,"麺屋武一 秋葉原店, 日本、〒101-0021 東京都千代田区外神田３丁目１３−５",35.3,秋葉原ラーメン | 麺屋武一 秋葉原店 | 店長：オオカ様にて応対
501,歌舞伎町　S BAR  初回清掃,〒160-0021 東京都新宿区歌舞伎町１丁目１５−７ 栄喜堂ビル 3F,33.3,歌舞伎町　S BAR  初回 | 〒160-0021 東京都新宿区歌舞伎町１丁目１５−７ 栄喜堂ビル 3F | お店が3階で、エレベーターがありません。 | 店舗自体の内装はきれいですが、節々に埃が溜まっているのが気になるとのこと。 | お店の鍵は受け渡しになります。
506,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
507,アークランドサービスホールディングス株式会社 打ち合わせ,"神田駿河台４丁目３, 日本、〒101-0062 東京都千代田区神田駿河台４丁目３",33.3,アークランドサービスホールディングス株式会社 打ち合わせ | 神田駿河台４丁目３
509,ポッセ併せ,,20.0,ポッセ併せ
511,デリバリー代理店 請求書送付,,24.0,デリバリー代理店 請求書送付
514,」,,0.0,」
516,本社訪問営業 @正田案件,"太子堂２丁目８−７, 日本、〒154-0004 東京都世田谷区太子堂２丁目８−７",16.7,本社訪問営業 @正田案件 | 太子堂２丁目８−７
517,発酵デリカッセン新宿高島屋　清掃,,45.7,発酵デリカッセン新宿高島屋
520,株式会社ベルーナ,埼玉県上尾市宮本町4番2号（本社）,40.0,株式会社ベルーナ | 埼玉県上尾市宮本町4番2号（本社）
522,小牧市　オークション確認,,19.0,小牧市　オークション確認
524,業務用エアコン輝らく取り付け,,33.3,業務用エアコン輝らく取り付け
525,feeep 秋葉原岩本町2階　査察　ケミカルクラック対策,feeep 秋葉原岩本町,25.0,feeep 秋葉原岩本町2階　査察　ケミカルクラック対策 | feeep 秋葉原岩本町
527,稲見さんウォーターサーバー頼む,,25.6,稲見さんウォーターサーバー頼む
529,まめちゃん,,25.0,まめちゃん
530,梅岡大使館予定,,22.2,梅岡大使館予定
532,やきとり大吉 桜丘店　査察,東京都 世田谷区 桜丘3-24-4,40.0,やきとり大吉 桜丘店　査察 | 東京都 世田谷区 桜丘3-24-4
533,酒亭じゅらく 上野店 ４店舗現地調査,"酒亭じゅらく 上野店, 日本、〒110-0005 東京都台東区上野６丁目１１−６",42.9,酒亭じゅらく 上野店 ４店舗現地調査 | 酒亭じゅらく 上野店
534,【オンライン面談】日本テレアポセンター山下（SS特典適用）,,17.4,日本テレアポセンター山下（SS特典適用）
536,デイジー追加清掃,,25.0,デイジー追加
538,新橋楽が気 電気工事 @不二電興社対応,,21.1,新橋楽が気 電気工事 @不二電興社対応
539,茅場町不用品回収,,40.0,茅場町不用品回収
540,BAR FD 六本木2か月も1回ゴミ回収,"BAR FD, Miyashita Bldg., ４丁目-８-12 六本木 港区 東京都 106-0032 日本",42.9,BAR FD 六本木2か月も1回ゴミ回収 | BAR FD
543,とくやまホールディングス分とく山現調,,25.0,とくやまホールディングス分とく山現調
544,わ,,0.0,わ
545,株式会社SARA 現調　ファンベルト交換,,25.8,株式会社SARA 現調　ファンベルト交換
546,パセラ,,22.2,パセラ
548,楽が気 電気工事 応急処置対応,,13.3,楽が気 電気工事 応急処置対応
549,サクラダさん打合せ,,16.7,サクラダさん打合せ
553,リボーン おず,,25.0,リボーン おず
554,【スポット清掃】蕎麦前　山都　（麻布台ヒルズ）,"蕎麦前 山都(麻布台ヒルズ), 日本、〒106-0041 東京都港区麻布台１丁目３−１ ヒルズ タワープラザ 3階",26.7,蕎麦前　山都　（麻布台ヒルズ） | 蕎麦前 山都(麻布台ヒルズ)
556,ちなちゃん,,16.7,ちなちゃん
559,生ラム　新橋事務所訪問,"大山会館, 日本、〒105-0004 東京都港区新橋４丁目１０−８ 大山会館",33.3,生ラム　新橋事務所訪問 | 大山会館
560,カメラ,,26.7,カメラ
561,なつき　悠莉ソラマチ,"ちきゅうのにわ 東京ソラマチ, 日本、〒131-0045 東京都墨田区押上１丁目１−２ 東京ソラマチ East Yard 5F",15.4,なつき　悠莉ソラマチ | ちきゅうのにわ 東京ソラマチ
563,村山さん映画,,22.2,村山さん映画
564,いずみちゃん,,21.1,いずみちゃん
565,柴田さん撮影予定善逸,,19.0,柴田さん撮影予定善逸
566,現場携帯の登録作業,,18.2,現場携帯の登録作業
569,現状説明,,0.0,現状説明
570,増田休み,,28.6,増田休み
571,前夜祭,,25.0,前夜祭
573,対応可能スケジュール (株式会社ミセサポ),,26.1,対応可能スケジュール (株式会社ミセサポ)
574,レポート確認,,22.2,レポート確認
575,村山さんと吉崎さんと飲み,,20.0,村山さんと吉崎さんと飲み
576,板前寿司　愛宕店　ネズミ駆除,,58.3,板前寿司　愛宕店　ネズミ駆除
577,商品ちしき共有,,13.3,商品ちしき共有
578,決起会,,0.0,決起会
582,業務用エアコン輝らく取り付け,,33.3,業務用エアコン輝らく取り付け
583,現地調査 グリストラップ設置調査,"神奈川２丁目６−３, 日本、〒221-0045 神奈川県横浜市神奈川区神奈川２丁目６−３",20.0,現地調査 グリストラップ設置調査 | 神奈川２丁目６−３
587,まめちゃんとこ泊まり,,19.0,まめちゃんとこ泊まり
589,ラ・フェス　清掃,,28.6,ラ | フェス
590,ゴミ処理車買う,,18.2,ゴミ処理車買う
591,入札開始,,0.0,入札開始
592,いずみちゃ電話,,20.0,いずみちゃ電話
593,休み,,0.0,休み
595,有料wi-fi 調査,味のなかむら,30.8,有料wi-fi 調査 | 味のなかむら | 店長　大塚宛にご訪問ください。 | 店舗内Wi-Fiは入口入ってすぐの電話機とタブレットがある場所に
596,ダイニングエッジ　楽が気　電気工事,,26.1,ダイニングエッジ　楽が気　電気工事
599,レッドロブスタージャパン株式会社,"レッドロブスター 上池台店, 日本、〒145-0064 東京都大田区上池台４丁目２１−１０",30.8,レッドロブスタージャパン株式会社 | レッドロブスター 上池台店
601,大勝軒　再現地調査　@松永さん紹介案件,,20.7,大勝軒　再現地調査　@松永さん紹介案件
605,佐藤さん　水道管工事　船橋,ベトナムパレス船橋,40.0,佐藤さん　水道管工事　船橋 | ベトナムパレス船橋
607,健康診断9:00～,,0.0,健康診断9:00～
610,Reddy配信10時,,21.1,Reddy配信10時
611,新宿 s bar　残りクレーム処理,"栄喜堂ビル, 日本、〒160-0021 東京都新宿区歌舞伎町１丁目１５−７ 栄喜堂ビル",28.6,新宿 s bar　残りクレーム処理 | 栄喜堂ビル | 3Fのお店です。
614,レポート確認,,22.2,レポート確認
615,タカネット　ロケ弁　三ノ輪　清掃,東京都荒川区南千住1-18-2,24.0,タカネット　ロケ弁　三ノ輪 | 東京都荒川区南千住1-18-2
617,株式会社会社馬力,錦糸町駅周辺喫茶店（直前に電話で連絡して欲しいとのことです）,25.0,株式会社会社馬力 | 錦糸町駅周辺喫茶店（直前に電話で連絡して欲しいとのことです）
619,幼女戦記映画,,0.0,幼女戦記映画
622,株式会社エジソン電灯　大澤岳則（レポート作成不要）3日目/4日目,,28.6,株式会社エジソン電灯　大澤岳則（レポート作成不要）3日目 | 4日目
624,現地調査アポイント　飯島事業局長,"特養老人ホームフローラ田無, 日本、〒188-0013 東京都西東京市向台町２丁目１６−２２ 特養老人ホームフローラ田無",17.4,現地調査アポイント　飯島事業局長 | 特養老人ホームフローラ田無
625,後藤さん誕生日,,18.2,後藤さん誕生日
627,ミセサポ関西MTG,,25.0,ミセサポ関西MTG
629,江田ちゃんとりあい茨木童子,,12.5,江田ちゃんとりあい茨木童子
630,花買う,,28.6,花買う
631,明大前肉流通センター　視察,,19.0,明大前肉流通センター　視察
632,ホストクラブ　セレスト営業,,19.0,ホストクラブ　セレスト営業
633,引越し,,18.2,引越し
634,フェアグランド　味のなかむらWiFi 設置工事,"味のなかむら, 日本、〒106-0031 東京都港区西麻布４丁目７−１０ 麻布笄町Ａハウス",30.8,フェアグランド　味のなかむらWiFi 設置工事 | 味のなかむら
635,新橋ホルモンやだん　3号店,,50.0,新橋ホルモンやだん　3号店
636,μさんとヒプマイ,,22.2,μさんとヒプマイ
638,【訪問時間変更】エレキング　西口さま,,23.5,エレキング　西口さま
639,ゆうきとお付き合いはじめ,,25.0,ゆうきとお付き合いはじめ
640,【現地調査】エノテカドドォーロ　平河,,26.7,エノテカドドォーロ　平河
641,COCOYA2号店【エアコンニーズあり】,東京都豊島区西池袋５丁目８−９ 藤和池袋コープ １F（COCOYA2号店）,26.1,COCOYA2号店【エアコンニーズあり】 | 東京都豊島区西池袋５丁目８−９ 藤和池袋コープ １F（COCOYA2号店）
642,GOSSO　0秒レモンサワー　 深夜渋谷清掃,,20.7,GOSSO　0秒レモンサワー　 深夜渋谷 | 鍵はキーボックスで対応と店内のSECOMの解除も必要です。
644,ドラクエカミュ,,16.7,ドラクエカミュ
645,うりんちゃんまどマギ,,19.0,うりんちゃんまどマギ
647,新宿保健所　電話確認,,33.3,新宿保健所　電話確認
649,くっすぃさん無名ちゃん雫撮影,,16.0,くっすぃさん無名ちゃん雫撮影
651,レポート、請求書確認,,28.6,レポート | 請求書確認
652,ダイナースカード　締日,,22.2,ダイナースカード　締日
654,7:15出勤,,0.0,7:15出勤
656,入社日,,28.6,入社日
659,柴田撮影,,28.6,柴田撮影
660,やきとり大吉 桜丘店　清掃,"やきとり大吉 桜丘店, 日本、〒156-0054 東京都世田谷区桜丘３丁目２４−４",46.2,やきとり大吉 桜丘店
661,パズルフード餃子楼エアコン,〒154-0024 東京都世田谷区三軒茶屋２丁目１６−６,25.0,パズルフード餃子楼エアコン | 〒154-0024 東京都世田谷区三軒茶屋２丁目１６−６
663,レポート確認,,22.2,レポート確認
664,ダーツバー A's　清掃　茅場町店,,44.4,ダーツバー A's　　茅場町店
665,電気工事　朝霞台駅,,20.0,電気工事　朝霞台駅
670,パセラ,,22.2,パセラ
671,板前寿司 愛宕移動,,60.0,板前寿司 愛宕移動
673,オンザプラネット玉置　営業,燻男 新橋,57.1,オンザプラネット玉置　営業 | 燻男 新橋
676,オズちゃとメシ,,20.0,オズちゃとメシ
678,かきだ有楽町　清掃査察　志村さん,"有楽町かきだ, 日本、〒151-8583 東京都渋谷区代々木２丁目２−１ 小田急ホテルセンチュリーサザンタワ 19F寿司",22.2,かきだ有楽町　査察　志村さん | 有楽町かきだ
679,電気工事　朝霞台駅,,20.0,電気工事　朝霞台駅
680,バイク回収,,26.7,バイク回収
681,串揚げじゅらく　上野店４店舗現地調査,"酒亭じゅらく 上野店, 日本、〒110-0005 東京都台東区上野６丁目１１−６",42.9,串揚げじゅらく　上野店４店舗現地調査 | 酒亭じゅらく 上野店
682,アトミック　bar 初回毎週清掃,,28.6,アトミック　bar 初回毎週
683,モンキーツリー　ラグ交換,モンキーツリー馬喰町,63.6,モンキーツリー　ラグ交換 | モンキーツリー馬喰町
684,生ラムかんな田町店エアコン増設見積もり調査,"生ラムかんな 田町店, 日本、〒108-0014 東京都港区芝５丁目２３−１０",33.3,生ラムかんな田町店エアコン増設見積もり調査 | 生ラムかんな 田町店 | 日高屋と生ラムのお店の間の隙間に | お店の人はいないので、鍵を開けて入ってください。
685,MASSIMOTTVIO 50000円（税込）に減額して清掃,"マッシモッタヴィオ, 日本、〒168-0064 東京都杉並区永福４丁目４−４ 六本木ファイブビル",57.1,MASSIMOTTVIO 50000円（税込）に減額して | マッシモッタヴィオ
686,電気工事　朝霞台駅,,20.0,電気工事　朝霞台駅
687,モンキーツリーラグ設置,,69.6,モンキーツリーラグ設置
688,モンキーツリー　ラグ交換,モンキーツリー馬喰町,63.6,モンキーツリー　ラグ交換 | モンキーツリー馬喰町
691,【現調】肉屋食堂たけうち　蕨,,28.6,肉屋食堂たけうち　蕨
693,移動,,0.0,移動
694,見込み顧客掘り出し,,11.8,見込み顧客掘り出し
695,移住DAOマネージャー　面談（D）,https://us02web.zoom.us/j/82027525129?pwd=JbBdgcPeTd7Fy3EGyL91fSuaYXkwYb.1,20.0,移住DAOマネージャー　面談（D） | https://us02web.zoom.us/j/82027525129?pwd=JbBdgcPeTd7Fy3EGyL91fSuaYXkwYb.1
701,🌺休み,,0.0,🌺休み
702,六本木BAR FD 隔月ゴミ回収,,26.1,六本木BAR FD 隔月ゴミ回収
704,馬力　高円寺,,66.7,馬力　高円寺
705,新宿デリカテッセン koji&ko　追加依頼,,63.4,新宿デリカテッセン koji&ko　追加依頼
707,内覧日,,28.6,内覧日
708,会社休み,,0.0,会社休み
709,【現地調査】GOSSO 0秒レモンサワー ときわ亭 池袋西口店,"0秒レモンサワー ときわ亭 池袋西口店, 日本、〒171-0021 東京都豊島区西池袋１丁目１３−１ タグリート池袋 B1F",36.4,GOSSO 0秒レモンサワー ときわ亭 池袋西口店 | 0秒レモンサワー ときわ亭 池袋西口店
710,矢向肉流通センター　坂下社長　営業,"矢向肉流通センター, 日本、〒230-0001 神奈川県横浜市鶴見区矢向６丁目１１−１７",19.0,矢向肉流通センター　坂下社長　営業 | 矢向肉流通センター
711,株式会社T.K-BLOCKS,東京都渋谷区恵比寿3-28-3 カーサピアット 2F,30.8,株式会社T.K-BLOCKS | 東京都渋谷区恵比寿3-28-3 カーサピアット 2F | ・担当者：内田（店舗統括） | ・外注業務：恵比寿の店舗のみ害虫駆除を２～３か月に一度入れている
713,帰る米子,,28.6,帰る米子
715,槙野社長　ワインセラー回収/割れ時計回収,"上原２丁目４８−５, 日本、〒151-0064 東京都渋谷区上原２丁目４８−５",22.2,槙野社長　ワインセラー回収 | 割れ時計回収 | 上原２丁目４８−５
716,大手町佳樹園　砂子田社長,,26.7,大手町佳樹園　砂子田社長
717,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
718,kusabi りょうさん 不用品回収,東京都中央区新川1-17-16 オリゼー茅場町701,20.0,kusabi りょうさん 不用品回収 | 東京都中央区新川1-17-16 オリゼー茅場町701
719,ダーツバー A's　清掃　茅場町店,ダーツバー A's　茅場町店,44.4,ダーツバー A's　　茅場町店 | ダーツバー A's　茅場町店
720,レポート講習,"FEEEP(フィープ) 飯田橋店, 日本、〒162-0825 東京都新宿区神楽坂２丁目16番２ MS I Kagurazaka, 1F",25.0,レポート講習 | FEEEP(フィープ) 飯田橋店
722,トウレン　ダクト調査　三茶餃子楼,,23.5,トウレン　ダクト調査　三茶餃子楼
727,新潟運輸東京支店荷物受け取り　配送番号261-081-7145,"新砂１丁目１３−１３, 日本、〒136-0075 東京都江東区新砂１丁目１３−１３",21.1,新潟運輸東京支店荷物受け取り　配送番号261-081-7145 | 新砂１丁目１３−１３
728,オゾン返却@ヤマト運輸　持ち込み,,14.3,オゾン返却@ヤマト運輸　持ち込み
729,歌舞伎町　S BAR  初回清掃,〒160-0021 東京都新宿区歌舞伎町１丁目１５−７ 栄喜堂ビル 3F,33.3,歌舞伎町　S BAR  初回 | 〒160-0021 東京都新宿区歌舞伎町１丁目１５−７ 栄喜堂ビル 3F | お店が3階で、エレベーターがありません。 | 店舗自体の内装はきれいですが、節々に埃が溜まっているのが気になるとのこと。 | お店の鍵は受け渡しになります。
730,クレスト面接,,26.7,クレスト面接
731,会社休み,,0.0,会社休み
732,いずみちゃん映画昼から,,33.3,いずみちゃん映画昼から
733,電気工事　朝霞台駅,,20.0,電気工事　朝霞台駅
735,ラウンジJuillet deux~ジュイエデュー - 赤坂　訪問査察,"１４, 日本、〒107-0052 東京都港区赤坂３丁目１４",21.1,ラウンジJuillet deux~ジュイエデュー - 赤坂　訪問査察 | １４
736,銀座　子肥羊査察,,26.7,銀座　子肥羊査察
738,銀座 小肥羊 週次対応,,35.3,銀座 小肥羊 週次対応
739,現地調査 内装　@桑原,〒160-0021 東京都新宿区歌舞伎町１丁目１５−５ ビックレモンビル 地下2階,17.4,現地調査 内装　@桑原 | 〒160-0021 東京都新宿区歌舞伎町１丁目１５−５ ビックレモンビル 地下2階 | 出店予定日：難しいが6月中を希望
740,ゴミ業者M&A相談　打ち合わせ,,19.0,ゴミ業者M&A相談　打ち合わせ
741,デイジイ施工部材購入,,20.0,デイジイ施工部材購入
742,有限会社２Ｍ８様,,0.0,有限会社２Ｍ８様
744,足立市場電話,,25.0,足立市場電話
745,株式会社アウラホールディングス,横浜市西区みなとみらい4-4-4,32.0,株式会社アウラホールディングス | 横浜市西区みなとみらい4-4-4
746,じいちゃん見舞い,,19.0,じいちゃん見舞い
747,開ける,,14.3,開ける
749,ystable  栗見　夕海様,"毛利 Salvatore Cuomo, 日本、〒106-0032 東京都港区六本木６丁目１０−１ 六本木ヒルズ ヒルサイド B2F",32.0,ystable  栗見　夕海様 | 毛利 Salvatore Cuomo | 店舗は「毛利Salvatore Cuomo」でお願い致します。 | 当日は上記店舗の前でお持ち合わせさせていただければと存じます。
751,ひかり開通,,16.7,ひかり開通
753,情報共有兼打合せ（梅岡・増田）,,40.0,情報共有兼打合せ（梅岡 | 増田）
754,粗大ごみ駐輪場におきにいく,,18.2,粗大ごみ駐輪場におきにいく
755,発酵デリカッセン新宿高島屋　清掃,,45.7,発酵デリカッセン新宿高島屋
757,デニーロ査察　エアコン　ファンモーター,,24.4,デニーロ査察　エアコン　ファンモーター
761,川口倉庫整理や在庫管理,,14.3,川口倉庫整理や在庫管理
763,ymobile　３台分乗り換えキャンペーンにて乗り換え,,18.2,ymobile　３台分乗り換えキャンペーンにて乗り換え
767,テイクユー　吉祥寺　Vベルトチェック,,16.7,テイクユー　吉祥寺　Vベルトチェック
768,株式会社テラケン,東京都千代田区岩本町3-10-7 東自機ビル5F,28.6,株式会社テラケン | 東京都千代田区岩本町3-10-7 東自機ビル5F
770,川口で粗大ゴミおろす,,15.4,川口で粗大ゴミおろす
772,株式会社オン・ザ・プラネット　魚豪商コダマ錦糸町,"第二魚寅ビル, 日本、〒130-0022 東京都墨田区江東橋３丁目１３−８ 第二魚寅ビル",40.0,株式会社オン | ザ | プラネット　魚豪商コダマ錦糸町 | 第二魚寅ビル
775,コバエ類の同定と防除,,16.7,コバエ類の同定と防除
776,バスタ新宿4F 深夜バスで岡崎へ,"真伝吉祥２丁目１−６, 日本、〒444-3176 愛知県岡崎市真伝吉祥２丁目１−６",22.2,バスタ新宿4F 深夜バスで岡崎へ | 真伝吉祥２丁目１−６
778,いずみちゃん,,21.1,いずみちゃん
779,口座残高確認（データ格納）,,21.1,口座残高確認（データ格納）
780,オズ飯,,33.3,オズ飯
783,石塚さん誕生日,,20.0,石塚さん誕生日
784,ミツトちゃんおずちゃんと飯,,16.7,ミツトちゃんおずちゃんと飯
785,出光クレジット月末締め 翌月の20日明細発行 翌月7日支払日,,9.5,出光クレジット月末締め 翌月の20日明細発行 翌月7日支払日
786,入札開始,,0.0,入札開始
787,和食処とんでん 越谷大袋店　電気設備現地調査,,21.4,和食処とんでん 越谷大袋店　電気設備現地調査
788,虎倉あう,,25.0,虎倉あう
789,うなぎ　新宿三丁目 う福　木瀬社長,"うな串 焼鳥 う福 新宿三丁目, 第一伊藤ビル 1F, ３丁目-９-8 新宿 新宿区 東京都 160-0022 日本",28.6,うなぎ　新宿三丁目 う福　木瀬社長 | うな串 焼鳥 う福 新宿三丁目
790,ハコスタクーポンでいく,,25.0,ハコスタクーポンでいく
791,イカリ消毒　愛宕板前寿司　ネズミ駆除,,28.6,イカリ消毒　愛宕板前寿司　ネズミ駆除
794,沖さん朝比奈社長　面談,,14.3,沖さん朝比奈社長　面談
797,ダーツバー A's　清掃　茅場町店,ダーツバー A's　茅場町店,44.4,ダーツバー A's　　茅場町店 | ダーツバー A's　茅場町店
798,並木橋なかむら/味なかむら/麻布台ヒルズ清掃,,40.0,並木橋なかむら | 味なかむら | 麻布台ヒルズ
799,焼肉まんてん中目黒店,,53.3,焼肉まんてん中目黒店
800,株式会社東神（中国料理かおたん）,〒107-0052 東京都港区赤坂6-3-15,19.0,株式会社東神（中国料理かおたん） | 〒107-0052 東京都港区赤坂6-3-15
802,歯医者11時,,0.0,歯医者11時
804,モンキーツリー　ラグ交換,モンキーツリー馬喰町,63.6,モンキーツリー　ラグ交換 | モンキーツリー馬喰町
805,readyカラオケ,,23.5,readyカラオケ
807,スズキオイル交換,"イエローハット 美女木店, 日本、〒335-0038 埼玉県戸田市美女木２丁目 北 2-1-17",32.0,スズキオイル交換 | イエローハット 美女木店
808,ゆりかさん遊び北千住,,42.9,ゆりかさん遊び北千住
809,麺と魚　ぺん坊　ネズミ回収,,30.0,麺と魚　ぺん坊　ネズミ回収
810,【本社】株式会社スターツ,新宿区西新宿7-22-16 KIHビル3F,35.3,株式会社スターツ | 新宿区西新宿7-22-16 KIHビル3F
811,子肥羊　ネズミ駆除2回目,,21.1,子肥羊　ネズミ駆除2回目
812,環境機器　セミナー申し込み　川上裕志,,19.0,環境機器　セミナー申し込み　川上裕志
813,デイジイ　修復,,25.0,デイジイ　修復
814,ニーハオ　神田　グリストラップのみ,,27.3,ニーハオ　神田　グリストラップのみ
816,仕事、部品購入、在庫確認,,0.0,仕事 | 部品購入 | 在庫確認
819,パソナ面談,,18.2,パソナ面談
821,【スポット清掃】スモールズ　不夜城,,47.6,スモールズ　不夜城
822,業務用エアコン輝らく取り外し（分解して売るとちょっと高くなる）,,18.2,業務用エアコン輝らく取り外し（分解して売るとちょっと高くなる）
824,村山買い出し,,22.2,村山買い出し
825,現調　㈱ロイヤルストレートフラッシュ,,20.7,現調　㈱ロイヤルストレートフラッシュ
826,希望休,,0.0,希望休
827,神田馬力排気ファンVベルト交換（a-70）,,20.0,神田馬力排気ファンVベルト交換（a-70）
828,アトミック　bar 毎週清掃,,31.6,アトミック　bar 毎週
829,ぼぶ,,0.0,ぼぶ
833,増田休み,,28.6,増田休み
836,3日ゆうさんご飯,,33.3,3日ゆうさんご飯
839,ロックパテ穴埋め,,30.8,ロックパテ穴埋め
840,パチンコ店査察　北千住,コンサートホール北千住,42.9,パチンコ店査察　北千住 | コンサートホール北千住
841,会社休み,,0.0,会社休み
843,梅岡、パンデ打合せ,,20.0,梅岡 | パンデ打合せ
844,オズちゃん家いく,,26.7,オズちゃん家いく
847,とくやまホールディングス　現地調査,,26.7,とくやまホールディングス　現地調査
848,ナマステ沖さん　チラシアポ営業,,22.2,ナマステ沖さん　チラシアポ営業
849,ペン坊　ネズミ駆除　排気シャッター確認,,23.1,ペン坊　ネズミ駆除　排気シャッター確認
852,ラムラ株式会社　麹蔵　市谷店査察　床汚い清掃,"麹蔵 市ヶ谷店, 日本、〒102-0073 東京都千代田区九段北４丁目２−２−６ 市ヶ谷ビル B1",44.4,ラムラ株式会社　麹蔵　市谷店査察　床汚い | 麹蔵 市ヶ谷店
854,車たな,,20.0,車たな
856,GOSSO　0秒レモンサワー　 深夜渋谷清掃,,20.7,GOSSO　0秒レモンサワー　 深夜渋谷 | 鍵はキーボックスで対応と店内のSECOMの解除も必要です。
857,株式会社マネージ・ファイブ,東京都大田区山王2-8-26　東辰ビル3階,36.4,株式会社マネージ | ファイブ | 東京都大田区山王2-8-26　東辰ビル3階 | 各店舗によって業者や外注範囲は違う
858,1回目　正田様　Google広告お打ち合わせ,,16.2,1回目　正田様　Google広告お打ち合わせ
860,パセラ,,22.2,パセラ
862,ラフェス　水道管工事,,30.8,ラフェス　水道管工事
