event_index,tenpo_id,tenpo_name,matched_by,score,summary,old_address,new_address,old_map_url,new_map_url
523,TENPO#0035,ららぽーと横浜,韓美膳ららぽーと横浜店　粗大ゴミ,91.0,【スポット】韓美膳ららぽーと横浜店　粗大ゴミ/害虫駆除,,"韓美膳ららぽーと横浜店, 日本、〒224-0053 神奈川県横浜市都筑区池辺町４０３５−１ 3階 ららぽーと横浜",,
526,TENPO#0115,神楽坂店,Darts Bar a's 神楽坂店,90.8,【定期清掃】Darts Bar a's 神楽坂店,,"會田ビル, 日本、〒162-0825 東京都新宿区神楽坂１丁目１０ 會田ビル",,
528,TENPO#0108,御座敷天婦羅　神楽坂 天孝,御座敷天婦羅　神楽坂 天孝　エアコン取り付け,91.8,御座敷天婦羅　神楽坂 天孝　エアコン取り付け,,,,
531,TENPO#0025,大塚店,ダーツバー A's　　大塚店　梅岡,90.4,ダーツバー A's　清掃　大塚店　梅岡,,ダーツバー A's　大塚店,,
535,TENPO#0025,大塚店,Darts Bar a's 大塚店,90.6,【定期清掃】Darts Bar a's 大塚店,,〒170-0004 東京都豊島区北大塚２丁目６−１０ ST1ビル 地下１階,,
537,TENPO#0064,竹祥,テイクユー　貝出汁中華そば 竹祥  初回,91.2,テイクユー　貝出汁中華そば 竹祥  初回清掃,,貝出汁中華そば竹祥,,
541,TENPO#0049,新河岸駅前店,居酒屋ビッグ 新河岸駅前店,90.4,居酒屋ビッグ新河岸店　神宮社長,,"居酒屋ビッグ 新河岸駅前店, 日本、〒350-1137 埼玉県川越市砂新田４９−４",,
542,TENPO#0083,本店,アサヒナフードイノベーション株式会社　銀座竹の庵5丁目本店　初回,93.2,【定期清掃】アサヒナフードイノベーション株式会社　銀座竹の庵5丁目本店　初回清掃,,"銀座竹の庵 5丁目本店, 日本、〒104-0061 東京都中央区銀座５丁目６−１３ 西五番街ビル",,
547,TENPO#0010,神田店,デニーロ神田店,89.4,デニーロ 今村　定期清掃,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
550,TENPO#0084,大井町店,ニーハオ大井町店,89.6,ニーハオ大井町店,,"你好 大井町, 日本、〒140-0011 東京都品川区東大井５丁目１７−４ 高山ビル B1",,
551,TENPO#0029,日本橋茅場町店,米と魚 さかなさま 日本橋茅場町店,91.0,魚　さかなさま　茅場町,,"米と魚 さかなさま 日本橋茅場町店, 日本、〒103-0026 東京都中央区日本橋兜町１５−６ 製粉会館ビル 地下1階",,
552,TENPO#0032,麺と肴　担々麺 ペン坊,麺と肴　担々麺 ペン坊 　青柳社長　  ネズミ駆除,91.6,麺と肴　担々麺 ペン坊 　青柳社長　 定期清掃 ネズミ駆除,,,,
555,TENPO#0067,平和台店,麺処いのこ平和台店　練馬区,90.4,麺処いのこ平和台店　練馬区,,"麺処いのこ平和台店, 日本、〒179-0083 東京都練馬区平和台２丁目５２−８",,
557,TENPO#0027,水道橋店,ダーツバーA`s 水道橋店,90.4,ダーツバー A's　清掃　水道橋,,ダーツバーA`s 水道橋店,,
558,TENPO#0089,北千住店,北海道らーめん みそ熊 北千住店,90.8,【スポット清掃】北海道ラーメンみそ熊　北千住 (1日/3日分),,"北海道らーめん みそ熊 北千住店, 日本、〒120-0034 東京都足立区千住３丁目３１",,
562,TENPO#0027,水道橋店,Yakitaro 水道橋店,90.4,水道橋焼肉太郎　エアコン修復,,"Yakitaro 水道橋店, 日本、〒101-0061 東京都千代田区神田三崎町２丁目１２−５ 大雅ビル",,
567,TENPO#0106,オイスター&珍味 bar 不夜城,オイスター&珍味 BAR 不夜城,100.0,スモールズ　不夜城椅子戻し,,"オイスター&珍味 BAR 不夜城, 日本、〒160-0021 東京都新宿区歌舞伎町１丁目３−１０ 思い出の抜け道ビル 2.3F",,
568,TENPO#0082,別館,蒲田ニーハオ別館のキーボックスに５店舗分の鍵が入ってます。,93.6,ニーハオ大森店,,"ニイハオ 大森店, 日本、〒143-0016 東京都大田区大森北１丁目２−１",,
572,TENPO#0053,新橋店,馬力新橋店 現調,89.4,馬力新橋店 現調,,,,
579,TENPO#0092,上野駅前店,カラオケパセラ上野駅前店　クロス貼り,91.4,カラオケパセラ上野駅前店　クロス貼り,,,,
580,TENPO#0073,立呑 富士屋本店,立呑富士屋本店,100.0,立呑富士屋本店,,,,
581,TENPO#77f42e59665b,N,cafe & dining MONKEY TREE,92.0,モンキーツリーラグ交換,,"cafe & dining MONKEY TREE, 日本、〒103-0027 東京都中央区日本橋馬喰町１丁目５−４ 中庄ビル 1F",,
584,TENPO#0010,神田店,ニーハオ 神田店,89.4,ニーハオ 神田店,,"ニイハオ 神田店, 日本、〒101-0044 東京都千代田区鍛冶町１丁目６−２ 林ビル B1F",,
585,TENPO#0029,日本橋茅場町店,米と魚 さかなさま 日本橋茅場町店,91.0,米と魚　さかなさま　ゴミ回収,,"米と魚 さかなさま 日本橋茅場町店, 日本、〒103-0026 東京都中央区日本橋兜町１５−６ 製粉会館ビル 地下1階",,
586,TENPO#0083,本店,富士屋本店　日本橋支店　現地調査,90.8,富士屋本店　日本橋支店　現地調査,,,,
588,TENPO#0009,SMITH BURGER CLUB,SMITH BURGER CLUB,100.0,【現場調査】（有）ティーアンドティー　タノベさま,,"SMITH BURGER CLUB, 日本、〒107-0052 東京都港区赤坂６丁目４−１５ シティマンション赤坂 106号室",,
594,TENPO#0027,水道橋店,ダーツバーA`s 水道橋店,90.4,ダーツバー A's　清掃　水道橋,,ダーツバーA`s 水道橋店,,
597,TENPO#0064,竹祥,テイクユー　貝出汁中華そば 竹祥  初回,91.2,テイクユー　貝出汁中華そば 竹祥  初回清掃,,貝出汁中華そば竹祥,,
598,TENPO#77f42e59665b,N,株式会社zans 代表鳥締役 かいかぶり 秋葉原店 @山田 現調,92.4,株式会社zans 代表鳥締役 かいかぶり 秋葉原店 @山田 現調,,,,
600,TENPO#0083,本店,株式会社ダイニングエッジ　楽が気　新橋本店,91.0,株式会社ダイニングエッジ　楽が気　新橋本店,,"楽が気, 日本、〒105-0004 東京都港区新橋３丁目２１−４ 新橋第2ペリカンビル 1F",,
602,TENPO#0048,代々木店,炭火焼ホルモンまんてん　代々木店　害虫駆除,91.8,炭火焼ホルモンまんてん　代々木店　害虫駆除,,炭火焼ホルモンまんてん　代々木店,,
603,TENPO#0083,本店,カラシビ味噌らー麺 鬼金棒 神田本店,91.2,【店舗】株式会社鬼金棒,,"カラシビ味噌らー麺 鬼金棒 神田本店, 日本、〒101-0044 東京都千代田区鍛冶町２丁目１０−９",,
604,TENPO#0093,上野御徒町店,御徒町,88.6,カラオケパセラ　渋谷/御徒町/上野,,,,
606,TENPO#0026,高円寺店,Darts Bar A's 高円寺店,90.8,ダーツバー A's　清掃　高円寺,,"Darts Bar A's 高円寺店, 日本、〒166-0003 東京都杉並区高円寺南３丁目５８−２２ ARISTO 高円寺 3階",,
608,TENPO#0076,焼肉 松の屋,焼肉 松の屋,100.0,焼肉 松の屋,,"焼肉 松の屋, 日本、〒154-0017 東京都世田谷区世田谷３丁目１−１０",,
609,TENPO#77f42e59665b,N,韓美膳ルミネ新宿 LUMINE1,91.0,株式会社東亜フードサービス,,"韓美膳ルミネ新宿 LUMINE1, 日本、〒160-0023 東京都新宿区西新宿１丁目１−５ ルミネ新宿 LUMINE1 7F",,
612,TENPO#0083,本店,アサヒナフードイノベーション株式会社　銀座竹の庵5丁目本店　初回,93.2,【定期清掃】アサヒナフードイノベーション株式会社　銀座竹の庵5丁目本店　初回清掃,,"銀座竹の庵 5丁目本店, 日本、〒104-0061 東京都中央区銀座５丁目６−１３ 西五番街ビル",,
613,TENPO#0106,オイスター&珍味 bar 不夜城,オイスター&珍味 BAR 不夜城,100.0,スモールズ ゴールデン街 ドレンホース延長工事,,"オイスター&珍味 BAR 不夜城, 日本、〒160-0021 東京都新宿区歌舞伎町１丁目３−１０ 思い出の抜け道ビル 2.3F",,
616,TENPO#0115,神楽坂店,Darts Bar A's 神楽坂店,90.8,ダーツバー A's　清掃　神楽坂,,"Darts Bar A's 神楽坂店, 日本、〒162-0825 東京都新宿区神楽坂１丁目１０ 會田ビル 4F",,
618,TENPO#0064,竹祥,貝出汁 中華そば 竹祥 ～たけしょう～　Vベルト交換,92.4,貝出汁 中華そば 竹祥 ～たけしょう～　Vベルト交換,,"貝出汁 中華そば 竹祥 ～たけしょう～, 日本、〒180-0004 東京都武蔵野市吉祥寺本町１丁目２４−６",,
620,TENPO#77f42e59665b,N,Mineo 解約,89.4,Mineo 解約,,,,
621,TENPO#0031,鮨 輝らく,輝らく,88.6,飯田橋　輝らく　堀題地社長,,"輝らく, 日本、〒162-0825 東京都新宿区神楽坂３丁目１ クレール神楽坂３",,
623,TENPO#0027,水道橋店,Darts Bar a's 水道橋店,90.8,Darts Bar a's 水道橋店,,"新水道橋ビル, 日本、〒101-0061 東京都千代田区神田三崎町２丁目２２−１８ 新水道橋ビル",,
626,TENPO#0032,麺と肴　担々麺 ペン坊,麺と肴　担々麺 ペン坊 　青柳社長　  ネズミ駆除,91.6,麺と肴　担々麺 ペン坊 　青柳社長　 定期清掃 ネズミ駆除,,"麺と肴 担々麺 ぺん坊 ラーメン 本所吾妻橋, 日本、〒130-0001 東京都墨田区吾妻橋３丁目６−１５ サンサーラ吾妻橋 105",,
628,TENPO#0038,青山店,株式会社フォーシーズ クアアイナ 青山店,90.8,【スポット清掃】株式会社フォーシーズ クアアイナ 青山店,,"KUA`AINA 青山本店, 日本、〒107-0062 東京都港区南青山５丁目１０−２１",,
637,TENPO#0121,油そば 雷神 店舗未設定,油そば雷神,89.0,雷神　初回清掃,,油そば雷神,,
643,TENPO#0083,本店,株式会社富士屋本店　サクラステージ,90.4,【現調】株式会社富士屋本店　サクラステージ,,,,
646,TENPO#0029,日本橋茅場町店,米と魚 さかなさま 日本橋茅場町店,91.0,米と魚　さかなさま　ゴミ回収,,"米と魚 さかなさま 日本橋茅場町店, 日本、〒103-0026 東京都中央区日本橋兜町１５−６ 製粉会館ビル 地下1階",,
648,TENPO#0071,大勝軒まるいち 新宿東南口店,大勝軒まるいち 新宿東南口店,100.0,大勝軒まるいち 新宿東南口店,,大勝軒まるいち　新宿東南口店,,
650,TENPO#0060,大衆寿司酒場こがね,埼玉県越谷市南越谷1-26-9 (大衆寿司酒場こがね）,92.4,株式会社元気Dining,,埼玉県越谷市南越谷1-26-9 (大衆寿司酒場こがね）,,
653,TENPO#0057,弐,プラネット　魚焼男 弐,89.8,株式会社オン・ザ・プラネット　魚焼男 弐,,"魚焼男 弐, 日本、〒105-0004 東京都港区新橋３丁目１５−８ 精工ビル B1F",,
655,TENPO#0010,神田店,ニーハオ 神田店,89.4,ニーハオ 神田店,,"ニイハオ 神田店, 日本、〒101-0044 東京都千代田区鍛冶町１丁目６−２ 林ビル B1F",,
657,TENPO#0082,別館,ニーハオ蒲田　別館（大規模店舗）,90.6,ニーハオ蒲田　別館（大規模店舗）,,ニーハオ蒲田本店,,
658,TENPO#0058,ニューイブシオ,プラネット　新燻男ニューイブシオ,91.0,株式会社オン・ザ・プラネット　新燻男ニューイブシオ,,新燻男ニューイブシオ,,
662,TENPO#0043,新宿店,メティウスフーズ新宿店,90.2,【現地調査】メティウスフーズ新宿店,,,,
666,TENPO#0019,火鍋 小肥羊 銀座店,火鍋 小肥羊 銀座店 しゃおふぇいやん,91.2,銀座小肥羊,,"火鍋 小肥羊 銀座店 しゃおふぇいやん, 日本、〒104-0061 東京都中央区銀座２丁目６−９ ＧＩＮＺＡ２６９ 5F",,
667,TENPO#0025,大塚店,ダーツバー A's　　大塚店,90.0,ダーツバー A's　清掃　大塚店,,ダーツバー A's　大塚店,,
668,TENPO#77f42e59665b,N,査察_COCONEEL（ココニール）新宿隠れ家イタリアン,93.0,清掃査察_COCONEEL（ココニール）新宿隠れ家イタリアン,,,,
669,TENPO#0047,南口店,H VIEW株式会社　立川酒場 魚丸 南口店　初回,91.2,【定期清掃】H VIEW株式会社　立川酒場 魚丸 南口店　初回清掃,,"立川酒場 魚丸 南口店, 日本、〒190-0023 東京都立川市柴崎町３丁目３−５ ベルフェアー・立川",,
672,TENPO#0083,本店,東京餃子楼 三軒茶屋本店,90.2,東京ガス遮断機　掘削＆修復,,"東京餃子楼 三軒茶屋本店, 日本、〒154-0004 東京都世田谷区太子堂４丁目４−２ ラウスパレス三軒茶屋",,
674,TENPO#0113,工場,ニーハオ蒲田　工場,89.6,ニーハオ蒲田　工場,,"你好(ニーハオ)大飯店, 日本、〒144-0052 東京都大田区蒲田４丁目３６−８ プランドール",,
675,TENPO#0027,水道橋店,家庭料理居酒屋　焼肉Yakitaro　水道橋店,92.2,家庭料理居酒屋　焼肉Yakitaro　水道橋店　清掃,,"Yakitaro 水道橋店, 日本、〒101-0061 東京都千代田区神田三崎町２丁目１２−５ 大雅ビル",,
677,TENPO#0037,ラゾーナ川崎,ラゾーナ川崎　泡盛と沖縄地料理 龍泉 ラゾーナ川崎店,92.6,"ラゾーナ川崎　泡盛と沖縄地料理 龍泉 ラゾーナ川崎店
バンビジェ　アフターフォロー",,,,
689,TENPO#0083,本店,本店 並木橋 なかむら,89.8,【初回清掃】並木橋なかむら　2回目/３回分,,"本店 並木橋 なかむら, 日本、〒150-0002 東京都渋谷区渋谷３丁目１３−５ Bprレジデンス渋谷 2階B",,
690,TENPO#0092,上野駅前店,カラオケ上野駅前店　修繕なーろん,91.0,カラオケ上野駅前店　修繕なーろん,,,,
692,TENPO#0053,新橋店,魚豪商コダマ新橋店　ウォッシュレット調査,91.8,魚豪商コダマ新橋店　ウォッシュレット調査,,,,
696,TENPO#0053,新橋店,生ラムかんな新橋店,89.8,生ラムかんなネズミ駆除,,"生ラムかんな新橋店, 日本、〒105-0004 東京都港区新橋４丁目１４−８",,
697,TENPO#77f42e59665b,N,株式会社goonies,89.4,株式会社goonies,,〒115-0055 東京都北区赤羽西１丁目３９−２ 松井ビル 2F,,
698,TENPO#0040,五反田店,インドカレー maya（マヤ）五反田店,91.2,【現地調査】インドカレー　maya　五反田,,インドカレー maya（マヤ）五反田店,,
699,TENPO#0025,大塚店,ダーツバー A's　　大塚店,90.0,ダーツバー A's　清掃　大塚店,,ダーツバー A's　大塚店,,
700,TENPO#0092,上野駅前店,レストランじゅらく　上野駅前店 ４店舗現地調査,92.2,レストランじゅらく　上野駅前店 ４店舗現地調査,,"酒亭じゅらく 上野店, 日本、〒110-0005 東京都台東区上野６丁目１１−６",,
703,TENPO#0085,大森店,ニーハオ 大森店　クレーム対応,90.6,ニーハオ 大森店　クレーム清掃対応,,,,
706,TENPO#0053,新橋店,魚豪商コダマ新橋店　ウォッシュレット修理,91.8,魚豪商コダマ新橋店　ウォッシュレット修理,,,,
712,TENPO#0029,日本橋茅場町店,Darts Bar As 日本橋茅場町店,91.4,【定期清掃】Darts Bar As 日本橋茅場町店,,"兜町第二ビル, 日本、〒103-0026 東京都中央区日本橋兜町９−２",,
714,TENPO#0125,宮崎辛麺　辛麺屋一輪,宮崎辛麺　辛麺屋一輪,100.0,宮崎辛麺　辛麺屋一輪 清掃,,世田谷区瀬田2-28-10-1f 宮崎辛麺　辛麺屋一輪,,
721,TENPO#0014,渋谷店,カラオケパセラ渋谷店　修繕現地調査 @なーろん,92.0,カラオケパセラ渋谷店　修繕現地調査 @なーろん,,,,
723,TENPO#0066,赤塚店,いのこ板橋区赤塚店,89.8,いのこ板橋区赤塚店,,"麺処いのこ 赤塚店, 日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５",,
724,TENPO#0020,モンキーツリー 店舗未設定,モンキーツリー,89.4,モンキーツリー　定期清掃/ラグ交換,,モンキーツリー馬喰町,,
725,TENPO#0121,油そば 雷神 店舗未設定,油そば雷神,89.0,雷神　初回清掃,,油そば雷神,,
726,TENPO#0066,赤塚店,麺処いのこ 赤塚店,89.6,【クレーム対応】麺処いのこ 赤塚店,,,,
734,TENPO#0083,本店,本店 並木橋 なかむら,89.8,【定期清掃】並木橋なかむら　初回清掃,,"本店 並木橋 なかむら, 日本、〒150-0002 東京都渋谷区渋谷３丁目１３−５ Bprレジデンス渋谷 2階B",,
737,TENPO#0083,本店,富士屋本店　日本橋日程,90.0,富士屋本店　日本橋日程,,"富士屋本店 日本橋浜町, 日本、〒103-0007 東京都中央区日本橋浜町２丁目２４−２",,
743,TENPO#0073,立呑 富士屋本店,立呑 富士屋本店,100.0,立呑 富士屋本店　エアコン分解/プロペラファン交換,,"立呑 富士屋本店, 日本、〒150-0031 東京都渋谷区桜丘町１６−１０",,
748,TENPO#77f42e59665b,N,COCONEEL（ココニール）新宿隠れ家イタリアン,92.6,【AP取りTEL：この時間内】COCONEEL（ココニール）新宿隠れ家イタリアン,,,,
750,TENPO#0027,水道橋店,Darts Bar A's 水道橋店,90.8,ダーツバー A's　清掃　水道橋,,"Darts Bar A's 水道橋店, 日本、〒101-0061 東京都千代田区神田三崎町２丁目２２−１８ 新水道橋ビル 4F",,
752,TENPO#0089,北千住店,みそ熊　北千住店,89.4,【現地調査】　みそ熊　北千住店,,,,
756,TENPO#0010,神田店,デニーロ神田店,89.4,デニーロ 今村　定期清掃,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
758,TENPO#0128,ビストロ エヴォルテ,ビストロ　エヴォルテ　コンセント修繕,91.2,ビストロ　エヴォルテ　コンセント修繕,,ビストロエヴォルテ　蒲田,,
759,TENPO#0042,麹町店,デイジー麹町店,89.4,【定期清掃】デイジー麹町店,,"デイジイ 麹町店, 日本、〒102-0083 東京都千代田区麹町４丁目３−２２ 紅谷ビル",,
760,TENPO#0038,青山店,株式会社直久 青山店 現地調査,89.8,株式会社直久 青山店 現地調査,,,,
762,TENPO#0027,水道橋店,ダーツバーA`s 水道橋店,90.4,ダーツバー A's　清掃　水道橋　梅岡定期清掃,,ダーツバーA`s 水道橋店,,
764,TENPO#0010,神田店,デニーロ神田店,89.4,デニーロ 今村　定期清掃,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
765,TENPO#0106,オイスター&珍味 bar 不夜城,オイスター&珍味 BAR 不夜城,100.0,スモールズ オイスター&珍味 bar 不夜城 隔月清掃,,"オイスター&珍味 BAR 不夜城, 日本、〒160-0021 東京都新宿区歌舞伎町１丁目３−１０ 思い出の抜け道ビル 2.3F",,
766,TENPO#0027,水道橋店,ダーツバーA`s 水道橋店,90.4,ダーツバー A's　清掃　水道橋,,ダーツバーA`s 水道橋店,,
769,TENPO#0066,赤塚店,いのこ板橋区赤塚店,89.8,いのこ板橋区赤塚店,,"麺処いのこ 赤塚店, 日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５",,
771,TENPO#0037,ラゾーナ川崎,ラゾーナ川崎,100.0,【営業】ラゾーナ川崎,,〒212-8576 神奈川県川崎市幸区堀川町７２−１,,
773,TENPO#0048,代々木店,まんてん 代々木店,89.6,炭火焼肉まんてん　代々木　害虫駆除,,"まんてん 代々木店, 日本、〒151-0053 東京都渋谷区代々木１丁目１８−１６ RESビル 1F",,
774,TENPO#0134,丸鶏 るいすけ 店舗未設定,丸鶏 るいすけ,89.2,株式会社ロイヤルストレートフラッシュ　丸鶏るいすけ,,"丸鶏 るいすけ, 日本、〒160-0023 東京都新宿区西新宿７丁目１４−６ 西新宿第二高橋ビル 1F",,
777,TENPO#0067,平和台店,麺処いのこ平和台店　練馬区,90.4,麺処いのこ平和台店　練馬区,,"麺処いのこ平和台店, 日本、〒179-0083 東京都練馬区平和台２丁目５２−８",,
781,TENPO#77f42e59665b,N,ZANGIRI Next 新宿西口店（BARBER SHOP）,93.2,ざんぎりネクストエアコン分解清掃,,"ZANGIRI Next 新宿西口店（BARBER SHOP）, 日本、〒160-0023 東京都新宿区西新宿７丁目１０−１９ 西新宿ビル 3F",,
782,TENPO#0010,神田店,株式会社馬力 神田店 初回  3名,89.8,株式会社馬力 神田店 初回清掃  3名,,"馬力 神田南口店, 日本、〒103-0022 東京都中央区日本橋室町４丁目２−１",,
792,TENPO#0075,新宿東口駅前スタジアム,ゴーゴーカレー 新宿東口駅前スタジアム,91.6,レンジフード清掃　ユウジ,,"ゴーゴーカレー 新宿東口駅前スタジアム, 日本、〒160-0022 東京都新宿区新宿３丁目２５−９ 高橋ビル B1F",,
793,TENPO#0115,神楽坂店,Darts Bar A's 神楽坂店,90.8,ダーツバー A's　清掃　神楽坂,,"Darts Bar A's 神楽坂店, 日本、〒162-0825 東京都新宿区神楽坂１丁目１０ 會田ビル 4F",,
795,TENPO#0134,丸鶏 るいすけ 店舗未設定,丸鶏 るいすけ,89.2,【スポット清掃】株式会社ロイヤルストレートフラッシュ　丸鶏るいすけ（2日/2日分）,,"丸鶏 るいすけ, 日本、〒160-0023 東京都新宿区西新宿７丁目１４−６ 西新宿第二高橋ビル 1F",,
796,TENPO#0083,本店,"本店のみで77,000円",90.2,株式会社とくやまホールディングス,,"分とく山, 日本、〒106-0047 東京都港区南麻布５丁目１−５",,
801,TENPO#0026,高円寺店,ダーツバー A's　高円寺店,90.2,ダーツバー A's　清掃　高円寺,,ダーツバー A's　高円寺店,,
803,TENPO#0014,渋谷店,カラオケパセラ渋谷店　修繕現地調査 @なーろん,92.0,カラオケパセラ渋谷店　修繕現地調査 @なーろん,,,,
806,TENPO#0048,代々木店,武蔵野アブラ学会　代々木店,90.4,武蔵野アブラ学会　代々木店,,"武蔵野アブラ学会 代々木店, 日本、〒151-0053 東京都渋谷区代々木１丁目５８−７",,
815,TENPO#77f42e59665b,N,KABUTO ONE,89.8,関口打合せ,,"KABUTO ONE, 日本、〒103-0026 東京都中央区日本橋兜町７−１",,
817,TENPO#0020,モンキーツリー 店舗未設定,モンキーツリー,89.4,モンキーツリー　定期清掃,,モンキーツリー馬喰町,,
818,TENPO#0083,本店,東京餃子楼 三軒茶屋本店,90.2,株式会社パズルフードサービス　齋藤様,,"東京餃子楼 三軒茶屋本店, 日本、〒154-0004 東京都世田谷区太子堂４丁目４−２ ラウスパレス三軒茶屋",,
820,TENPO#77f42e59665b,N,Japanese Bar Inoshikacho 猪鹿蝶,93.0,ゴールデン街　スモールズ　トイレドア修理,,"Japanese Bar Inoshikacho 猪鹿蝶, 日本、〒160-0021 東京都新宿区歌舞伎町１丁目１−１０ 2F",,
823,TENPO#77f42e59665b,N,https://maps.app.goo.gl/qyNUYw899qqKnWpb6?g_st=com.google.maps.preview.copy,98.0,とんかつさくら　エアコン分解洗浄,,,,https://maps.app.goo.gl/qyNUYw899qqKnWpb6?g_st=com.google.maps.preview.copy
830,TENPO#77f42e59665b,N,G-vision株式会社,89.4,G-vision株式会社,,東京都江戸川区西葛西６丁目１６−７ 白子ビル 第2 601,,
831,TENPO#0010,神田店,デニーロ神田店,89.4,デニーロ 今村　定期清掃,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
832,TENPO#0053,新橋店,コダマ新橋店,89.2,コダマ新橋店,,,,
834,TENPO#0083,本店,粗大ゴミ回収　分とくやま本店,90.6,粗大ゴミ回収　分とくやま本店,,"分とく山（わけとくやま）, 日本、〒106-0047 東京都港区南麻布５丁目１−５",,
835,TENPO#0025,大塚店,ダーツバー A's　　大塚店,90.0,ダーツバー A's　清掃　大塚店,,ダーツバー A's　大塚店,,
837,TENPO#77f42e59665b,N,cafe & dining MONKEY TREE,92.0,モンキーツリーラグ交換,,"cafe & dining MONKEY TREE, 日本、〒103-0027 東京都中央区日本橋馬喰町１丁目５−４ 中庄ビル 1F",,
838,TENPO#0053,新橋店,生ラムかんな新橋店,89.8,ネズミ生ラムかんな　ネズミ現地調査　イカリ消毒　高橋さん,,"生ラムかんな新橋店, 日本、〒105-0004 東京都港区新橋４丁目１４−８",,
842,TENPO#0082,別館,蒲田ニーハオ別館のキーボックスに５店舗分の鍵が入ってます。,93.6,ニーハオ大森店,,"ニイハオ 大森店, 日本、〒143-0016 東京都大田区大森北１丁目２−１",,
845,TENPO#0106,オイスター&珍味 bar 不夜城,スモールズ オイスター&珍味 bar 不夜城 or ゴールデン街 隔月,93.6,スモールズ オイスター&珍味 bar 不夜城 or ゴールデン街 隔月清掃,,新宿 猪鹿蝶,,
846,TENPO#0083,本店,富士屋本店　日本橋日程,90.0,富士屋本店　日本橋日程,,"富士屋本店 日本橋浜町, 日本、〒103-0007 東京都中央区日本橋浜町２丁目２４−２",,
850,TENPO#0020,モンキーツリー 店舗未設定,モンキーツリー,89.4,モンキーツリー　定期清掃,,モンキーツリー馬喰町,,
851,TENPO#0083,本店,株式会社ダイニングエッジ　楽が気　新橋本店,91.0,株式会社ダイニングエッジ　楽が気　新橋本店,,"楽が気, 日本、〒105-0004 東京都港区新橋３丁目２１−４ 新橋第2ペリカンビル 1F",,
853,TENPO#0083,本店,珍來総本店直営 草加駅前店,90.4,【店舗】株式会社　珍來総本店,,"珍來総本店直営 草加駅前店, 日本、〒340-0015 埼玉県草加市高砂２丁目７−１ アコス 南館 1F",,
855,TENPO#0066,赤塚店,いのこ板橋区赤塚店,89.8,いのこ板橋区赤塚店,,"麺処いのこ 赤塚店, 日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５",,
859,TENPO#0083,本店,富士屋本店　日本橋日程,90.0,富士屋本店　日本橋日程,,"富士屋本店 日本橋浜町, 日本、〒103-0007 東京都中央区日本橋浜町２丁目２４−２",,
861,TENPO#0031,鮨 輝らく,輝らく,88.6,飯田橋　輝らく　堀題地社長,,"輝らく, 日本、〒162-0825 東京都新宿区神楽坂３丁目１ クレール神楽坂３",,
866,TENPO#0032,麺と肴　担々麺 ペン坊,麺と肴　担々麺 ペン坊 　青柳社長　  ネズミ駆除,91.6,麺と肴　担々麺 ペン坊 　青柳社長　 定期清掃 ネズミ駆除,,,,
868,TENPO#0026,高円寺店,Darts Bar a's 高円寺店,90.8,【定期清掃】Darts Bar a's 高円寺店,,〒166-0003 東京都杉並区高円寺南３丁目５８−２２ ARISTO 高円寺 3階,,
869,TENPO#0126,Aphrodite　アフロディーテ（ニューハーフバー）,Aphrodite アフロディーテ,91.2,合同会社SKTCAphrodite,,"Aphrodite アフロディーテ, 日本、〒106-0032 東京都港区六本木７丁目４−４ 8TKGビル 301",,
870,TENPO#0020,モンキーツリー 店舗未設定,モンキーツリー,89.4,モンキーツリー　　おかわり清掃,,モンキーツリー,,
872,TENPO#77f42e59665b,N,1.namaste フードウェイ高田馬場店,91.8,高田馬場２店舗　現地調査　エアコン　レンジフード,,"フードウェイ, 日本、〒169-0075 東京都新宿区高田馬場２丁目１４−２ B1F",,
873,TENPO#0102,新橋バーラウンジ御殿,新橋バーラウンジ御殿　最終　梅岡,90.8,新橋バーラウンジ御殿　最終清掃　梅岡定期清掃,,"新橋バーラウンジ御殿(オデン), 日本、〒105-0004 東京都港区新橋３丁目２１−１０ オルバスビル 3F",,
877,TENPO#77f42e59665b,N,: Google サポートのTag Implementation の予約 [5-1109000038774],97.0,[確認済み]: Google サポートのTag Implementation の予約 [5-1109000038774],,,,
878,TENPO#0083,本店,富士屋本店　日本橋日程,90.0,富士屋本店　日本橋日程,,"富士屋本店 日本橋浜町, 日本、〒103-0007 東京都中央区日本橋浜町２丁目２４−２",,
883,TENPO#77f42e59665b,N,1.namaste フードウェイ高田馬場店,91.8,高田馬場２店舗　現地調査　エアコン　レンジフード,,"サルーテ 高田馬場, 日本、〒169-0075 東京都新宿区高田馬場２丁目１４−２ B１F",,
