tenpo_id,tenpo_name,status,place_id,phone,address,fields
TENPO#0013,池袋東口店,PLAN,ChIJx6IiCeWNGGARDYOvQxCCIuU,,日本、〒171-0022 東京都豊島区南池袋１丁目２２−１ 池袋1221ビル 2F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,website"
TENPO#0037,ラゾーナ川崎,PLAN,ChIJn7BEsZ5gGGARjB4GNul9e-o,044-874-8000,日本、〒212-8576 神奈川県川崎市幸区堀川町７２−１,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0128,ビストロ エヴォルテ,PLAN,ChIJqZz3VDhhGGARs4rOuqUpyPY,03-6715-9133,日本、〒144-0052 東京都大田区蒲田５丁目２９−１ 三番館 １F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0015,池袋店,PLAN,ChIJ9eYYIGiNGGARClFJpmdLY-s,03-5956-4400,日本、〒171-0022 東京都豊島区南池袋１丁目１８−２３ ルックハイツ 池袋 B 館 B1階,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0047,南口店,PLAN,ChIJF0wswxfhGGARMnGCg3mGslI,042-527-3450,日本、〒190-0023 東京都立川市柴崎町３丁目３−５ ベルフェアー・立川,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0045,平河町店,PLAN,ChIJo46r-XmMGGAR3xe4dnSd6BI,03-3265-1374,日本、〒102-0093 東京都千代田区平河町２丁目１２−２ ニュー福井ビルＢ１Ｆ,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international"
TENPO#0056,新橋本店,PLAN,ChIJ3UrA81uLGGARO14tTFIa8-8,03-6380-4820,日本、〒105-0004 東京都港区新橋４丁目１９−１ THビル 1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0091,水道橋店,PLAN,ChIJKzYEK1ONGGARnuZrKSXTRuM,03-6910-0809,日本、〒101-0061 東京都千代田区神田三崎町２丁目１５−１１ 西角ビル 1階 B室,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0092,上野駅前店,PLAN,ChIJoeziRJ6OGGAR1d8QiZmfKAk,03-3831-9640,日本、〒110-0005 東京都台東区上野６丁目１１−６,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0077,ようさい,PLAN,ChIJTSdnW6BeGGARmASSqhNJOkI,045-401-2555,日本、〒221-0831 神奈川県横浜市神奈川区上反町２丁目２５−４,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0105,ディストピアBar KARMA　カルマ,PLAN,ChIJ_cEWUC6NGGARHUGwLJmuTOg,03-3203-8333,日本、〒160-0021 東京都新宿区歌舞伎町１丁目１−１０ 1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0130,渋谷円山町店,PLAN,ChIJhesbeKqMGGARye1veG8Dv7o,03-3464-5568,日本、〒150-0044 東京都渋谷区円山町１７−２,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0048,代々木店,PLAN,ChIJN2ZjVaGNGGAR6Pbk6xcCRoM,03-6822-0318,日本、〒151-0053 東京都渋谷区代々木１丁目５８−58番地7 ヴェラハイツ代々木 103号室,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0008,蕨店,PLAN,ChIJMyPEfouVGGAR1YMNDQWf_g8,048-229-3229,日本、〒335-0002 埼玉県蕨市塚越１丁目７−４,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0046,ラゾーナ川崎店,PLAN,ChIJn7BEsZ5gGGARjB4GNul9e-o,044-874-8000,日本、〒212-8576 神奈川県川崎市幸区堀川町７２−１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0118,サイゴンキッチン,PLAN,ChIJ-2zIWKWJGGARFBUPGdJKEH4,03-6204-9330,日本、〒135-0061 東京都江東区豊洲３丁目２−３ 1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0001,maya 五反田店,PLAN,ChIJB6xToPyKGGARd7v-KYqy2dM,03-5798-2583,日本、〒141-0022 東京都品川区東五反田５丁目２８−１２ Ｂ１Ｆ,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0073,立呑 富士屋本店,PLAN,ChIJKxWmqhmLGGARDmqJdxiHv8E,03-6455-2473,日本、〒150-0031 東京都渋谷区桜丘町１６−１０,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0126,Aphrodite　アフロディーテ（ニューハーフバー）,PLAN,ChIJcY9oAMqLGGARckl_T5FzFtE,03-6438-9314,日本、〒106-0032 東京都港区六本木７丁目４−４ 8TKGビル 301,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international"
TENPO#0028,神楽坂店,PLAN,ChIJHw-KilqMGGARWP-CLnM4__I,03-3235-3001,日本、〒162-0825 東京都新宿区神楽坂４丁目２,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0032,麺と肴　担々麺 ペン坊,PLAN,ChIJiRICUACPGGAR_BI8xCkyLew,03-5809-7763,日本、〒130-0001 東京都墨田区吾妻橋３丁目６−１５ サンサーラ吾妻橋 105,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0121,油そば 雷神 店舗未設定,PLAN,ChIJe2twu5GGGGARjsl3w48cCNo,047-318-9159,日本、〒272-0034 千葉県市川市市川１丁目９−１７,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0106,オイスター&珍味 bar 不夜城,PLAN,ChIJTfs_qNmMGGARWFRL5yAy7aw,03-6273-9222,日本、〒160-0021 東京都新宿区歌舞伎町１丁目３−１０ 思い出の抜け道ビル 2.3F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0026,高円寺店,PLAN,ChIJgafR6dzzGGARmhGiTHtKOWk,03-5929-8636,日本、〒166-0003 東京都杉並区高円寺南３丁目５８−２２ ARIST高円寺 2F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#1721497a1c33,N2,PLAN,ChIJOUqFX5uSGGARxPlSTwVhnC0,03-3916-2701,日本、〒114-0023 東京都北区滝野川７丁目２−４,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0024,中野製作所 まんてん別館,PLAN,ChIJYcceosjzGGARxYkpdXYw8ZM,03-5942-6711,日本、〒164-0001 東京都中野区中野５丁目４８−５ 相互アパート 1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0020,モンキーツリー 店舗未設定,PLAN,ChIJ0U4ZNYOPGGAR02rUCz6nj3U,050-5596-1892,日本、〒103-0027 東京都中央区日本橋馬喰町１丁目５−４ 中庄ビル 1F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0079,inu to hito,PLAN,ChIJ5bR7uBaJGGAR45M35yYXy4U,070-4226-0732,日本、〒104-0052 東京都中央区月島１丁目１６−１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0114,三軒茶屋本店,PLAN,ChIJ2WqVbZ_0GGARg2MXWK3zFwk,03-3410-7209,日本、〒154-0004 東京都世田谷区太子堂４丁目１−１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0087,渋谷店,PLAN,ChIJP6jlUFiLGGAR5fwuswd1KXA,03-5468-5892,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0125,宮崎辛麺　辛麺屋一輪,PLAN,ChIJpYJq5ov1GGARzte0mGSlMWw,,日本、〒158-0095 東京都世田谷区瀬田２丁目２８−１０ イケダハイツ 1F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,website"
TENPO#0139,日本橋玉ゐ本店,PLAN,ChIJDyNll1eJGGARSoyno4Tk-QI,03-3272-3227,日本、〒103-0027 東京都中央区日本橋２丁目９−９,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0011,東陽町店,PLAN,ChIJu6ifDFaIGGARKhxqGIrwK6c,03-5857-5625,日本、〒135-0016 東京都江東区東陽４丁目１−１８ 第五津村ビル,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international"
TENPO#0086,神田店,PLAN,ChIJo3yUrAGMGGARQosEh4wuaWg,03-5256-6670,日本、〒101-0044 東京都千代田区鍛冶町１丁目２−１１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0112,板前寿司愛宕店 店舗未設定,PLAN,ChIJHQ7e0JWLGGAR2uiOXih9jYI,03-5408-8240,日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0069,高円寺ガード下店,PLAN,ChIJJS77B33yGGARETWHj3Cu7R8,03-5356-2941,日本、〒166-0003 東京都杉並区高円寺南３丁目６９−１,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0097,本店,PLAN,ChIJM1tHzBssH2ARPDZtuA1FLog,048-556-1285,日本、〒361-0073 埼玉県行田市行田２０−１５,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0132,atomic BAR,PLAN,ChIJYVew9Q2LGGARueEZcO8PWF0,03-6447-0090,日本、〒106-0032 東京都港区六本木３丁目１４−１４ 5F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0127,マッスルボディメイク,PLAN,ChIJNXI6MevtGGARl905b9IrRNM,090-9164-2900,日本、〒104-0061 東京都中央区銀座１丁目１５−１４ 北村企業ビル 4F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0009,SMITH BURGER CLUB,PLAN,ChIJlyyiLpCLGGARTHWprBwISBw,03-6426-5105,日本、〒107-0052 東京都港区赤坂６丁目４−１５ シティマンション赤坂 106号室,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0088,王子店,PLAN,ChIJ4T4ACXySGGAREUr5vLX8Ixw,03-5961-2788,日本、〒114-0002 東京都北区王子１丁目２−２,"maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0095,カイロライン 国分寺整体院,PLAN,ChIJSW7iYlzlGGARqIYEd4IDkLE,042-316-8823,日本、〒185-0012 東京都国分寺市本町２丁目９−８ 2F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0120,発酵デリカテッセンカフェテリアKouji&ko,PLAN,ChIJo5aonRmNGGARgiopjh_6IdU,03-5361-1111,日本、〒151-8580 東京都渋谷区千駄ケ谷５丁目２４−２ 新宿髙島屋 8階,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0021,代々木店,PLAN,ChIJUZ8vCACNGGARe62pUn2X4Yc,03-6300-7788,日本、〒151-0053 東京都渋谷区代々木１丁目３８−８ 那須ビル 地下1階,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0122,ロケ弁エージェント 店舗未設定,PLAN,ChIJEd5mEH2LGGARDhRMFX8Wulg,03-5612-0331,日本、〒104-0031 東京都中央区京橋３丁目１−１ １Ｆ,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0138,渋谷店,PLAN,ChIJP6jlUFiLGGAR5fwuswd1KXA,03-5468-5892,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0089,北千住店,PLAN,ChIJa9g6fEaOGGARLIkdpNBktxw,03-3870-5415,日本、〒120-0034 東京都足立区千住３丁目３１,"maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0124,桜ヶ丘店,PLAN,ChIJPWo0nZ4uH2ARAnkPDjCT0DU,048-554-3358,日本、〒361-0007 埼玉県行田市小見１３１０−５,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international"
TENPO#0081,工場,PLAN,ChIJjRnlh8wtH2ARAz-PVgtCL9I,048-554-1151,日本、〒361-0016 埼玉県行田市藤原町１丁目１４−１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0006,本店,PLAN,ChIJM1tHzBssH2ARPDZtuA1FLog,048-556-1285,日本、〒361-0073 埼玉県行田市行田２０−１５,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0104,Japanese Bar　猪鹿蝶,PLAN,ChIJb17p5qONGGAR6aw9vCweXSU,03-5291-6866,日本、〒160-0021 東京都新宿区歌舞伎町１丁目１−１０ 2F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
